slice_id,factor,simulation_id,nominal_level,variance,mean,zero_prop
151508,mean,mean_0_50,0.500000000000,0.422447006097,0.690146264209,1.000000000000
151670,mean,mean_0_50,0.500000000000,0.136946583564,0.651428537971,1.000000000000
151676,mean,mean_0_50,0.500000000000,0.102966736578,0.651670720520,1.000000000000
151508,mean,mean_0_67,0.670000000000,0.550829557282,0.769333325313,1.000000000000
151670,mean,mean_0_67,0.670000000000,0.174008993458,0.742894866381,1.000000000000
151676,mean,mean_0_67,0.670000000000,0.130703768466,0.741026803604,1.000000000000
151508,mean,mean_0_80,0.800000000000,0.662538970591,0.843617020820,1.000000000000
151670,mean,mean_0_80,0.800000000000,0.209880568273,0.827469332908,1.000000000000
151676,mean,mean_0_80,0.800000000000,0.159233311848,0.825346353835,1.000000000000
151508,mean,baseline,1.000000000000,1.013609493088,1.004190992476,1.000000000000
151670,mean,baseline,1.000000000000,0.994133022944,0.999654633197,1.000000000000
151676,mean,baseline,1.000000000000,0.991528314256,0.999284215622,1.000000000000
151508,mean,mean_1_25,1.250000000000,1.193890921451,1.252332398970,1.000000000000
151670,mean,mean_1_25,1.250000000000,0.417688650229,1.247712812740,1.000000000000
151676,mean,mean_1_25,1.250000000000,0.346588876329,1.247543000502,1.000000000000
151508,mean,mean_1_50,1.500000000000,1.535653293937,1.500473160977,1.000000000000
151670,mean,mean_1_50,1.500000000000,0.556197953842,1.495773167032,1.000000000000
151676,mean,mean_1_50,1.500000000000,0.476505251411,1.495804871308,1.000000000000
151508,mean,mean_2,2.000000000000,2.228330208266,1.990516156863,1.000000000000
151670,mean,mean_2,2.000000000000,0.873520694457,1.987353335165,1.000000000000
151676,mean,mean_2,2.000000000000,0.776268360584,1.988589900260,1.000000000000
151508,variance,variance_0_50,0.500000000000,0.556941191624,0.998533147263,1.000000000000
151670,variance,variance_0_50,0.500000000000,0.216117258654,0.995718923784,1.000000000000
151676,variance,variance_0_50,0.500000000000,0.202935283945,0.995594953050,1.000000000000
151508,variance,variance_0_67,0.670000000000,0.663446773164,1.001247941938,1.000000000000
151670,variance,variance_0_67,0.670000000000,0.235871315701,0.997573147877,1.000000000000
151676,variance,variance_0_67,0.670000000000,0.208512452722,0.997413542129,1.000000000000
151508,variance,variance_0_80,0.800000000000,0.742726196879,1.002558399128,1.000000000000
151670,variance,variance_0_80,0.800000000000,0.251741938915,0.998385249182,1.000000000000
151676,variance,variance_0_80,0.800000000000,0.218120881807,0.998255096821,1.000000000000
151508,variance,baseline,1.000000000000,1.013609493088,1.004190992476,1.000000000000
151670,variance,baseline,1.000000000000,0.994133022944,0.999654633197,1.000000000000
151676,variance,baseline,1.000000000000,0.991528314256,0.999284215622,1.000000000000
151508,variance,variance_1_25,1.250000000000,1.037374883722,1.004647719031,1.000000000000
151670,variance,variance_1_25,1.250000000000,0.330486204369,0.999977583361,1.000000000000
151676,variance,variance_1_25,1.250000000000,0.244503925911,0.999537562648,1.000000000000
151508,variance,variance_1_50,1.500000000000,1.195144312953,1.004647719031,1.000000000000
151670,variance,variance_1_50,1.500000000000,0.370961679703,0.999977583361,1.000000000000
151676,variance,variance_1_50,1.500000000000,0.258775740003,0.999537562648,1.000000000000
151508,variance,variance_2,2.000000000000,1.485619826213,1.004647719031,1.000000000000
151670,variance,variance_2,2.000000000000,0.444817768315,0.999977583361,1.000000000000
151676,variance,variance_2,2.000000000000,0.290524436486,0.999537562648,1.000000000000
151508,sparsity,sparsity_neg_1,-1.000000000000,0.994691611592,1.303161381299,0.945200799962
151670,sparsity,sparsity_neg_1,-1.000000000000,0.963567440484,1.225484038391,0.924477189534
151676,sparsity,sparsity_neg_1,-1.000000000000,0.958304839248,1.230882008929,0.911271408471
151508,sparsity,sparsity_neg_0_50,-0.500000000000,0.959083255694,1.082740226138,0.976995198484
151670,sparsity,sparsity_neg_0_50,-0.500000000000,0.958246066908,1.040585743436,0.969889920142
151676,sparsity,sparsity_neg_0_50,-0.500000000000,0.945887945787,1.039454320914,0.964261880393
151508,sparsity,sparsity_neg_0_25,-0.250000000000,0.968234535899,1.031151071224,0.988088554063
151670,sparsity,sparsity_neg_0_25,-0.250000000000,0.970455189677,1.006111294431,0.984966817475
151676,sparsity,sparsity_neg_0_25,-0.250000000000,0.958710651620,1.002269510656,0.982291316557
151508,sparsity,baseline,0.000000000000,1.013609493088,1.004190992476,1.000000000000
151670,sparsity,baseline,0.000000000000,0.994133022944,0.999654633197,1.000000000000
151676,sparsity,baseline,0.000000000000,0.991528314256,0.999284215622,1.000000000000
151508,sparsity,sparsity_pos_0_25,0.250000000000,1.106530533215,1.061110700549,1.006083443458
151670,sparsity,sparsity_pos_0_25,0.250000000000,1.060006793209,1.043570502212,1.009066620332
151676,sparsity,sparsity_pos_0_25,0.250000000000,1.091453124809,1.041914180539,1.011276655599
151508,sparsity,sparsity_pos_0_50,0.500000000000,1.242191576585,1.113695588099,1.014529096945
151670,sparsity,sparsity_pos_0_50,0.500000000000,1.165644313279,1.100030070081,1.019780338008
151676,sparsity,sparsity_pos_0_50,0.500000000000,1.224942551804,1.094496182634,1.023862653567
151508,sparsity,sparsity_pos_1,1.000000000000,1.549218407402,1.130143329644,1.029050468015
151670,sparsity,sparsity_pos_1,1.000000000000,1.496578988229,1.149723576909,1.038073561408
151676,sparsity,sparsity_pos_1,1.000000000000,1.561481836956,1.144656711017,1.046373252339
